,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,6.0,6.0,6.0,6.0,6.0
2,9192.0,9231.0,9231.0,9231.0,9231.0
3,28.0,30.0,17.0,36.0,30.0
4,1.0,0.0,1.0,1.0,1.0
5,5.0,1.0,1.0,6.0,3.25
6,1549.0,0.0,587.0,2449.0,1534.0
7,0.0,0.0,1.0,0.0,0.0
8,13.0,10.0,12.0,48.0,28.0
9,12.0,11.0,5.0,5.0,8.0
10,57.0,23.0,29.0,72.0,53.0
11,19.0,28.0,16.0,12.0,19.0
12,3.0,3.0,3.0,2.0,4.0
13,3.0,3.0,3.0,2.0,4.0
14,0.0,0.0,1.0,0.0,1.0
15,32.0,40.0,47.0,39.0,37.0
16,46.0,40.0,29.0,33.0,13.0
17,21.0,20.0,24.0,28.0,50.0
