,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,13.0,13.0,13.0,13.0,2.5,11.0,13.0,13.0,19.0
2,22269.0,22269.0,22871.0,23269.0,23077.0,35962.0,35962.0,35962.0,35962.0
3,24.0,25.0,21.0,22.0,16.0,25.0,17.0,32.0,29.0
4,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
5,1.8571428571428572,1.0,1.0,2.0,2.0,2.0,1.8571428571428572,4.0,1.0
6,0.0,0.0,1460.0,0.0,0.0,600.0,1118.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,22.0,43.0,37.0,42.0,24.0,19.0,12.0,50.0,36.0
9,9.0,7.0,1.0,2.0,1.0,8.0,5.0,8.0,9.0
10,38.0,72.0,76.0,95.0,81.0,92.0,71.0,100.0,86.0
11,15.0,13.0,14.0,3.0,5.0,6.0,6.0,1.0,4.0
12,12.0,6.0,4.0,4.0,2.0,7.0,4.0,7.0,10.0
13,0.0,6.0,4.0,4.0,2.0,7.0,4.0,7.0,10.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,42.0,20.0,19.0,18.0,19.0,48.0,41.0,38.0,24.0
16,8.0,36.0,29.0,18.0,19.0,40.0,29.0,19.0,45.0
17,50.0,44.0,52.0,64.0,63.0,12.0,29.0,44.0,31.0
